"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFI","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFI","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21","WV01","WV03","WV20"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-11","   80","   70",,," 1336","0.00","0.0","0.0",,"65","57",,,,,"  225","  225",,,,,,"17.2","17.0",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-12","   30","   20",,," 1400","0.00","0.0","0.0",,"76","59",,,,,"  315","  315",,,,,,"33.3","33.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-13","   40","   20",,," 1542","0.00","0.0","0.0",,"78","53",,,,,"  225","  225",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-14","   60","   30",,," 1312","0.00","0.0","0.0",,"81","57",,,,,"  135","  135",,,,,,"17.2","17.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-15","   50","   60",,," 1048","0.00","0.0","0.0",,"83","56",,,,,"   45","   45",,,,,,"15.0","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-16","   30","   20",,," 1454","0.00","0.0","0.0",,"73","52",,,,,"  270","  270",,,,,,"11.4","12.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-17","   30","   60",,," 1248","0.00","0.0","0.0",,"70","51",,,,,"  270","  270",,,,,,"12.8","13.0",,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-18","   30","   50",,," 1118","0.00","0.0","0.0",,"65","48",,,,,"  225","  225",,,,,,"12.8","13.0",,"    1","    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-19","   40","   10",,," 1518","0.00","0.0","0.0",,"70","53",,,,,"  270","  270",,,,,,"13.9","14.1",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-20","   50","   50",,," 1318","0.00","0.0","0.0",,"67","57",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-21","   60","   70",,," 1530","0.00","0.0","0.0",,"66","56",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-22","   60","   80",,," 1436","0.00","0.0","0.0",,"63","50",,,,,"  270","  270",,,,,,"17.2","17.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-23","   20","   20",,," 1542","0.00","0.0","0.0",,"67","47",,,,,"  270","  270",,,,,,"12.8","13.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-24","   70","   90",,," 1436","0.00","0.0","0.0",,"62","50",,,,,"  270","   90",,,,,,"12.8","13.0",,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-25","  100","  100",,," 1836","0.24","0.0","0.0",,"62","58",,,,,"   90","   90",,,,,,"12.8","13.0",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-26","   40","   30",,," 0118","0.10","0.0","0.0",,"65","55",,,,,"  270","  270",,,,,,"30.0","30.0",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-27","   70","   60",,," 1012","0.01","0.0","0.0",,"62","48",,,,,"  135","  135",,,,,,"16.1","16.1",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-28","  100","  100",,," 2212","1.79","0.0","0.0",,"59","52",,,,,"   90","   90",,,,,,"26.4","25.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-29","   90","  100",,," 1118","1.32","0.0","0.0",,"60","55",,,,,"  225","  225",,,,,,"32.2","32.0",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-11-30","   80","   80",,," 1412","0.19","0.0","0.0",,"61","52",,,,,"  225","  225",,,,,,"17.2","17.0",,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-01","   70","   60",,," 1518","0.00","0.0","0.0",,"62","51",,,,,"  270","  270",,,,,,"12.8","13.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-02","   60","   70",,," 1336","0.21","0.0","0.0",,"62","53",,,,,"  270","  270",,,,,,"34.4","34.9",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-03","   20","   20",,," 1542","0.00","0.0","0.0",,"62","48",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-04","   20","   20",,," 1354","0.00","0.0","0.0",,"69","49",,,,,"  270","  270",,,,,,"11.4","12.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-05","   20","   30",,," 1406","0.00","0.0","0.0",,"77","53",,,,,"  270","  270",,,,,,"12.8","13.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-06","   60","   90",,," 1318","0.00","0.0","0.0",,"77","56",,,,,"  270","  270",,,,,,"12.8","13.0",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-07","   40","   40",,," 1112","0.00","0.0","0.0",,"72","55",,,,,"  270","  270",,,,,,"15.0","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-08","   90","  100",,," 0924","0.00","0.0","0.0",,"58","52",,,,,"   90","   90",,,,,,"11.4","12.1",,"    1","    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-09","   40","   40",,," 1154","0.45","0.0","0.0",,"62","54",,,,,"  270","  270",,,,,,"25.3","25.1",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-10","    0","    0",,," 1654","0.00","0.0","0.0",,"69","49",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-11","   20","   20",,," 1848","0.00","0.0","0.0",,"73","49",,,,,"  315","  315",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-12","   40","   40",,," 1542","0.00","0.0","0.0",,"72","49",,,,,"  270","  270",,,,,,"12.8","13.0",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-13","   50","   30",,," 2200","0.05","0.0","0.0",,"63","49",,,,,"  270","  270",,,,,,"20.8","21.0",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-14","   30","   10",,," 0442","0.11","0.0","0.0",,"61","50",,,,,"  360","  360",,,,,,"18.3","17.9",,,,"    1",,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-15","   60","   90",,," 1430","0.00","0.0","0.0",,"61","47",,,,,"  270","  270",,,,,,"16.1","16.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-16","  100","  100",,," 2048","0.09","0.0","0.0",,"58","51",,,,,"  270","  270",,,,,,"17.2","17.0",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-17","   70","   60",,," 1618","0.07","0.0","0.0",,"58","50",,,,,"  270","  270",,,,,,"26.4","25.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-18","   80","   90",,," 2100","2.23","0.0","0.0",,"56","44",,,,,"   90","   90",,,,,,"32.2","32.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-19","   80","   80",,," 0154","0.15","0.0","0.0",,"56","45",,,,,"   90","   90",,,,,,"27.5","28.0",,,,"    1",,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-20","   90","   90",,," 2230","0.09","0.0","0.0",,"56","45",,,,,"  180","  180",,,,,,"18.3","17.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-21","   80","   80",,," 1048","0.67","0.0","0.0",,"56","50",,,,,"  270","  270",,,,,,"34.4","34.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-22","   40","   40",,," 1554","0.00","0.0","0.0",,"57","47",,,,,"  270","  270",,,,,,"12.8","13.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-23","   20","    0",,," 1618","0.00","0.0","0.0",,"61","44",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-24","   90","   80",,," 1206","0.00","0.0","0.0",,"60","50",,,,,"   90","   90",,,,,,"13.9","14.1",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-25","   70","   70",,," 1612","0.00","0.0","0.0",,"66","48",,,,,"  270","  270",,,,,,"12.8","13.0",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-26","   80","  100",,," 1400","0.00","0.0","0.0",,"59","45",,,,,"  315","  315",,,,,,"11.4","12.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-27","   60","   90",,," 1806","0.00","0.0","0.0",,"58","48",,,,,"  270","  270",,,,,,"16.1","16.1",,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-28","   30","   30",,," 1418","0.00","0.0","0.0",,"60","43",,,,,"  270","  270",,,,,,"12.8","13.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-29","    0","    0",,," 1424","0.00","0.0","0.0",,"60","43",,,,,"  270","  270",,,,,,"11.4","12.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-30","   60","   90",,," 1454","0.00","0.0","0.0",,"69","47",,,,,"  270","  270",,,,,,"17.2","17.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1970-12-31","   40","   50",,," 1142","0.00","0.0","0.0",,"68","52",,,,,"  225","  225",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-01","   60","   60",,," 2354","0.00","0.0","0.0",,"59","47",,,,,"  270","  270",,,,,,"26.4","25.9",,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-02","   40","   20",,," 1600","0.39","0.0","0.0",,"61","46",,,,,"  360","  360",,,,,,"41.4","40.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-03","    0","   10",,," 0030","0.00","0.0","0.0",,"55","39",,,,,"  360","  360",,,,,,"26.4","25.9",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-04","    0","    0",,," 1424","0.00","0.0","0.0",,"54","36",,,,,"  270","  270",,,,,,"15.0","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-05","   30","   30",,," 1242","0.00","0.0","0.0",,"55","35",,,,,"  225","  225",,,,,,"18.3","17.9",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-06","   20","    0",,," 1312","0.00","0.0","0.0",,"56","40",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-07","   30","   70",,," 2018","0.00","0.0","0.0",,"55","36",,,,,"  270","  270",,,,,,"16.1","16.1",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-08","   50","   80",,," 1512","0.00","0.0","0.0",,"58","40",,,,,"  270","  270",,,,,,"17.2","17.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-09","   40","   90",,," 1200","0.00","0.0","0.0",,"57","42",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-10","   30","   50",,," 1500","0.00","0.0","0.0",,"57","43",,,,,"  270","  270",,,,,,"12.8","13.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-11","   90","  100",,," 0918","0.00","0.0","0.0",,"52","44",,,,,"   90","   90",,,,,,"11.4","12.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-12","   90","  100",,," 1124","0.04","0.0","0.0",,"56","49",,,,,"  180","  180",,,,,,"26.4","25.9",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-13","   80","   90",,," 1148","0.23","0.0","0.0",,"57","46",,,,,"  360","  360",,,,,,"27.5","28.0",,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-14","   40","   70",,," 1530","0.00","0.0","0.0",,"58","46",,,,,"  270","  270",,,,,,"17.2","17.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-15","   60","  100",,," 1206","0.00","0.0","0.0",,"64","45",,,,,"  315","  315",,,,,,"16.1","16.1",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-16","   50","   90",,," 1442","0.00","0.0","0.0",,"69","43",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-17","   30","   30",,," 1442","0.00","0.0","0.0",,"80","54",,,,,"  270","  270",,,,,,"12.8","13.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-18","   10","   10",,," 1442","0.00","0.0","0.0",,"86","54",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-19","   40","   50",,," 1512","0.00","0.0","0.0",,"77","58",,,,,"  270","  270",,,,,,"19.5","19.9",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-20","   50","   50",,," 0042","0.00","0.0","0.0",,"69","55",,,,,"   90","   90",,,,,,"13.9","14.1",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-21","  100","  100",,," 0212","0.00","0.0","0.0",,"57","55",,,,,"   90","   90",,,,,,"15.0","15.0",,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-22","   60","   50",,," 1536","0.00","0.0","0.0",,"59","53",,,,,"  270","  270",,,,,,"17.2","17.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-23","   70","   50",,," 1324","0.00","0.0","0.0",,"58","52",,,,,"  270","  270",,,,,,"17.2","17.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-24","  100","  100",,," 1330","0.00","0.0","0.0",,"55","53",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-25","   40","   30",,," 1200","0.00","0.0","0.0",,"58","47",,,,,"  270","  270",,,,,,"16.1","16.1",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-26","   10","    0",,," 1030","0.00","0.0","0.0",,"73","44",,,,,"  270","  270",,,,,,"15.0","15.0",,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-27","   60","   90",,," 1512","0.00","0.0","0.0",,"80","55",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-28","   80","   90",,," 1606","0.00","0.0","0.0",,"86","56",,,,,"  270","  270",,,,,,"15.0","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-29","   50","   60",,," 1330","0.00","0.0","0.0",,"82","55",,,,,"  270","  270",,,,,,"16.1","16.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-30","    0","    0",,," 1436","0.00","0.0","0.0",,"71","51",,,,,"  270","  270",,,,,,"16.1","16.1",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-01-31","  100","  100",,," 1306","0.00","0.0","0.0",,"59","50",,,,,"  270","  270",,,,,,"13.9","14.1",,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-01","  100","   90",,," 2224","0.00","0.0","0.0",,"59","54",,,,,"  135","  135",,,,,,"15.0","15.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-02","   90","  100",,," 1518","0.00","0.0","0.0",,"59","52",,,,,"  270","  270",,,,,,"15.0","15.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-03","   10","   10",,," 1400","0.00","0.0","0.0",,"61","44",,,,,"  225","  225",,,,,,"17.2","17.0",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-04","   70","   90",,," 1518","0.00","0.0","0.0",,"65","45",,,,,"  270","  270",,,,,,"16.1","16.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-05","   40","   60",,," 1612","0.00","0.0","0.0",,"60","48",,,,,"  270","  270",,,,,,"13.9","14.1",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-06","   40","   40",,," 1512","0.00","0.0","0.0",,"62","50",,,,,"  225","  225",,,,,,"16.1","16.1",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-07","   50","   40",,," 1754","0.00","0.0","0.0",,"63","47",,,,,"  270","  270",,,,,,"15.0","15.0",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-08","   80","   60",,," 1542","0.00","0.0","0.0",,"57","52",,,,,"  270","  270",,,,,,"15.0","15.0",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-09","   40","   20",,," 1218","0.00","0.0","0.0",,"71","46",,,,,"  270","  270",,,,,,"11.4","12.1",,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-10","   10","    0",,," 1512","0.00","0.0","0.0",,"80","48",,,,,"  270","  270",,,,,,"19.5","19.9",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-11","   10","   10",,," 1212","0.00","0.0","0.0",,"74","53",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-12","   60","   80",,," 1512","0.00","0.0","0.0",,"86","54",,,,,"  270","  270",,,,,,"13.9","14.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-13","   20","   30",,," 1324","0.00","0.0","0.0",,"80","56",,,,,"  270","  270",,,,,,"15.0","15.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-14","   50","   50",,," 1518","0.00","0.0","0.0",,"67","51",,,,,"  270","  270",,,,,,"13.9","14.1",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-15","  100","  100",,," 1336","0.00","0.0","0.0",,"61","55",,,,,"  270","  270",,,,,,"15.0","15.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-16","  100","  100",,," 1430","0.12","0.0","0.0",,"57","53",,,,,"   90","   90",,,,,,"23.0","23.0",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-17","   60","   60",,," 1554","0.22","0.0","0.0",,"62","51",,,,,"  270","  270",,,,,,"25.3","25.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-18","   20","   30",,," 1524","0.00","0.0","0.0",,"64","48",,,,,"  270","  270",,,,,,"18.3","17.9",,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1971-02-19","   50","   80",,," 1536","0.02","0.0","0.0",,"57","48",,,,,"  270","  270",,,,,,"39.1","38.9",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
